"Date","Public","Member","Group","School","Birthdays","Total","Weather","","","","","","","","","","","","","","","","","",""
"3/25/16","2424","1123","52","0","0","3,599","Sunny","","","","","","","","","","","","","","","","","",""
"3/24/16","2853","1417","394","0","0","4,664","Cloudy","","","","","","","","","","","","","","","","","",""
"3/23/16","2633","1249","530","0","0","4,412","Rainy","","","","","","","","","","","","","","","","","",""
"3/22/16","2012","1131","326","13","0","3,482","Sunny","","","","","","","","","","","","","","","","","",""
"3/21/16","2169","1009","144","0","0","3,322","Rainy","","","","","","","","","","","","","","","","","",""
"3/20/16","2631","1467","40","0","0","4,138","Rainy","","","","","","","","","","","","","","","","","",""
"3/19/16","2044","1004","29","0","0","3,077","Cloudy","","","","","","","","","","","","","","","","","",""
"3/18/16","1664","857","154","0","0","2,675","Sunny","","","","","","","","","","","","","","","","","",""
"3/17/16","1625","910","192","0","0","2,727","Sunny","","","","","","","","","","","","","","","","","",""
"3/16/16","1651","907","302","0","0","2,860","Sunny","","","","","","","","","","","","","","","","","",""
"3/15/16","1846","1061","398","0","0","3,305","Cloudy","","","","","","","","","","","","","","","","","",""
"3/14/16","1337","777","201","0","0","2,315","Rainy","","","","","","","","","","","","","","","","","",""
"3/13/16","1762","1181","18","0","0","2,961","Rainy","","","","","","","","","","","","","","","","","",""
"3/12/16","1977","1046","26","0","0","3,049","Sunny","","","","","","","","","","","","","","","","","",""
"3/11/16","847","456","66","344","0","1,713","Snowy","","","","","","","","","","","","","","","","","",""
"3/10/16","695","408","20","717","0","1,840","Rainy","","","","","","","","","","","","","","","","","",""
"3/9/16","505","321","68","730","0","1,624","Rainy","","","","","","","","","","","","","","","","","",""
"3/8/16","632","372","10","714","0","1,728","Cloudy","","","","","","","","","","","","","","","","","",""
"3/7/16","0","0","0","0","0","0","Rainy","","","","","","","","","","","","","","","","","",""
"3/6/16","1325","1040","69","35","60","2,529","Cloudy","","","","","","","","","","","","","","","","","",""
"3/5/16","1303","693","41","0","0","2,037","Cloudy","","","","","","","","","","","","","","","","","",""
"3/4/16","793","805","120","766","0","2,484","Rainy","","","","","","","","","","","","","","","","","",""
"3/3/16","567","340","11","734","0","1,652","Rainy","","","","","","","","","","","","","","","","","",""
"3/2/16","408","326","131","474","0","1,339","Rainy","","","","","","","","","","","","","","","","","",""
"3/1/16","435","259","0","517","0","1,211","Rainy","","","","","","","","","","","","","","","","","",""
"2/29/16","0","0","0","0","0","0","Cloudy","","","","","","","","","","","","","","","","","",""
"2/28/16","1853","1494","90","36","10","3,483","Rainy","","","","","","","","","","","","","","","","","",""
"2/27/16","1718","1010","0","0","33","2,761","Rainy","","","","","","","","","","","","","","","","","",""
"2/26/16","636","375","55","992","0","2,058","Cloudy","","","","","","","","","","","","","","","","","",""
"2/25/16","461","255","68","740","0","1,524","Sunny","","","","","","","","","","","","","","","","","",""
"2/24/16","469","186","80","729","0","1,464","Sunny","","","","","","","","","","","","","","","","","",""
"2/23/16","418","209","0","637","0","1,264","Sunny","","","","","","","","","","","","","","","","","",""
"2/22/16","0","0","0","0","0","0","Sunny","","","","","","","","","","","","","","","","","",""
"2/21/16","1487","1023","0","37","53","2,600","Rainy","","","","","","","","","","","","","","","","","",""
"2/20/16","1552","916","0","0","48","2,516","Sunny","","","","","","","","","","","","","","","","","",""
"2/19/16","1461","891","150","173","0","2,675","Rainy","","","","","","","","","","","","","","","","","",""
"2/18/16","796","337","20","604","0","1,757","Rainy","","","","","","","","","","","","","","","","","",""
"2/17/16","659","283","0","518","0","1,460","Rainy","","","","","","","","","","","","","","","","","",""
"2/16/16","498","288","66","430","0","1,282","Cloudy","","","","","","","","","","","","","","","","","",""
"2/15/16","0","0","0","0","0","0","Rainy","","","","","","","","","","","","","","","","","",""
"2/14/16","2243","1392","12","0","23","3,670","Rainy","","","","","","","","","","","","","","","","","",""
"2/13/16","1753","1027","91","0","96","2,967","Rainy","","","","","","","","","","","","","","","","","",""
"2/12/16","686","346","0","288","0","1,320","Rainy","","","","","","","","","","","","","","","","","",""
"2/11/16","674","310","55","504","0","1,543","Rainy","","","","","","","","","","","","","","","","","",""
"2/10/16","542","241","13","297","0","1,093","Rainy","","","","","","","","","","","","","","","","","",""
"2/9/16","682","608","96","219","0","1,605","Sunny","","","","","","","","","","","","","","","","","",""
"2/8/16","1779","910","15","0","0","2,704","Sunny","","","","","","","","","","","","","","","","","",""
"2/7/16","1473","1132","0","51","85","2,741","Cloudy","","","","","","","","","","","","","","","","","",""
"2/6/16","1633","874","43","0","88","2,638","Cloudy","","","","","","","","","","","","","","","","","",""
"2/5/16","1247","700","82","242","0","2,271","Rainy","","","","","","","","","","","","","","","","","",""
"2/4/16","382","363","12","106","0","863","Rainy","","","","","","","","","","","","","","","","","",""
"2/3/16","431","283","66","117","0","897","Rainy","","","","","","","","","","","","","","","","","",""
"2/2/16","406","224","49","117","0","796","Sunny","","","","","","","","","","","","","","","","","",""
"2/1/16","0","0","0","0","0","0","Sunny","","","","","","","","","","","","","","","","","",""
"1/31/16","1561","1490","93","37","101","3,282","Rainy","","","","","","","","","","","","","","","","","",""
"1/30/16","1734","1198","152","0","110","3,194","Rainy","","","","","","","","","","","","","","","","","",""
"1/29/16","794","650","158","289","0","1,891","Rainy","","","","","","","","","","","","","","","","","",""
"1/28/16","483","377","19","268","0","1,147","Cloudy","","","","","","","","","","","","","","","","","",""
"1/27/16","481","339","133","597","0","1,550","Rainy","","","","","","","","","","","","","","","","","",""
"1/26/16","480","274","63","432","0","1,249","Rainy","","","","","","","","","","","","","","","","","",""
"1/25/16","0","0","0","0","0","0","Cloudy","","","","","","","","","","","","","","","","","",""
"1/24/16","1261","1404","0","42","91","2,798","Cloudy","","","","","","","","","","","","","","","","","",""
"1/23/16","1309","1082","152","0","54","2,597","Cloudy","","","","","","","","","","","","","","","","","",""
"1/22/16","642","450","60","453","0","1,605","Rainy","","","","","","","","","","","","","","","","","",""
"1/21/16","571","378","63","319","0","1,331","Rainy","","","","","","","","","","","","","","","","","",""
"1/20/16","326","232","26","512","","1,096","Cloudy","","","","","","","","","","","","","","","","","",""
"1/19/16","441","303","0","437","0","1,181","Cloudy","","","","","","","","","","","","","","","","","",""
"1/18/16","0","0","0","0","0","0","Cloudy","","","","","","","","","","","","","","","","","",""
"1/17/16","1392","1492","17","44","24","2,969","Rainy","","","","","","","","","","","","","","","","","",""
"1/16/16","1559","1212","17","19","31","2,838","Rainy","","","","","","","","","","","","","","","","","",""
"1/15/16","505","429","34","172","0","1,140","Rainy","","","","","","","","","","","","","","","","","",""
"1/14/16","401","302","17","228","0","948","Cloudy","","","","","","","","","","","","","","","","","",""
"1/13/16","290","252","46","266","0","854","Cloudy","","","","","","","","","","","","","","","","","",""
"1/12/16","523","278","66","226","0","1,093","Rainy","","","","","","","","","","","","","","","","","",""
"1/11/16","0","0","0","0","0","0","Rainy","","","","","","","","","","","","","","","","","",""
"1/10/16","948","1048","0","0","17","2,013","Cloudy","","","","","","","","","","","","","","","","","",""
"1/9/16","1115","946","0","0","47","2,108","Cloudy","","","","","","","","","","","","","","","","","",""
"1/8/16","496","404","15","41","0","956","Sunny","","","","","","","","","","","","","","","","","",""
"1/7/16","514","353","0","18","0","885","Sunny","","","","","","","","","","","","","","","","","",""
"1/6/16","499","352","40","84","0","975","Sunny","","","","","","","","","","","","","","","","","",""
"1/5/16","735","345","19","0","0","1,099","Rainy","","","","","","","","","","","","","","","","","",""
"1/4/16","0","0","0","0","0","0","Snowy","","","","","","","","","","","","","","","","","",""
"1/3/16","1075","1157","54","0","38","2,324","Cloudy","","","","","","","","","","","","","","","","","",""
"1/2/16","1720","1022","10","0","50","2,802","Cloudy","","","","","","","","","","","","","","","","","",""
"1/1/16","1083","655","0","0","0","1,738","Cloudy","","","","","","","","","","","","","","","","","",""
"12/31/15","911","781","26","0","0","1,718","Sunny","","","","","","","","","","","","","","","","","",""
"12/30/15","2061","1341","426","0","0","3,828","Sunny","","","","","","","","","","","","","","","","","",""
"12/29/15","2199","1295","82","0","0","3,576","Cloudy","","","","","","","","","","","","","","","","","",""
"12/28/15","1930","1143","10","0","0","3,083","Cloudy","","","","","","","","","","","","","","","","","",""
"12/27/15","2262","1113","10","0","0","3,385","Rainy","","","","","","","","","","","","","","","","","",""
"12/26/15","919","466","0","0","0","1,385","Cloudy","","","","","","","","","","","","","","","","","",""
"12/25/15","0","0","0","0","0","0","Cloudy","","","","","","","","","","","","","","","","","",""
"12/24/15","515","447","20","0","0","982","Cloudy","","","","","","","","","","","","","","","","","",""
"12/23/15","1267","741","198","0","0","2,206","Cloudy","","","","","","","","","","","","","","","","","",""
"12/22/15","1176","1015","33","0","0","2,224","Cloudy","","","","","","","","","","","","","","","","","",""
"12/21/15","859","783","94","0","0","1,736","Cloudy","","","","","","","","","","","","","","","","","",""
"12/20/15","933","777","0","0","54","1,764","Cloudy","","","","","","","","","","","","","","","","","",""
"12/19/15","863","702","0","0","68","1,633","Rainy","","","","","","","","","","","","","","","","","",""
"12/18/15","417","374","28","0","0","819","Rainy","","","","","","","","","","","","","","","","","",""
"12/17/15","358","190","0","127","-12","663","Rainy","","","","","","","","","","","","","","","","","",""
"12/16/15","307","210","0","280","0","797","Sunny","","","","","","","","","","","","","","","","","",""
"12/15/15","417","244","0","516","0","1,177","Rainy","","","","","","","","","","","","","","","","","",""
"12/14/15","0","0","0","0","0","0","Sunny","","","","","","","","","","","","","","","","","",""
"12/13/15","858","677","47","0","87","1,669","Cloudy","","","","","","","","","","","","","","","","","",""
"12/12/15","1004","732","74","0","51","1,861","Rainy","","","","","","","","","","","","","","","","","",""
"12/11/15","368","252","0","279","0","899","Cloudy","","","","","","","","","","","","","","","","","",""
"12/10/15","269","213","11","162","0","655","Rainy","","","","","","","","","","","","","","","","","",""
"12/9/15","309","210","19","146","0","684","Cloudy","","","","","","","","","","","","","","","","","",""
"12/8/15","435","266","114","0","0","815","Rainy","","","","","","","","","","","","","","","","","",""
"12/7/15","0","0","0","0","0","0","Rainy","","","","","","","","","","","","","","","","","",""
"12/6/15","779","799","0","0","77","1,655","Cloudy","","","","","","","","","","","","","","","","","",""
"12/5/15","999","713","0","0","49","1,761","Rainy","","","","","","","","","","","","","","","","","",""
"12/4/15","386","305","21","643","0","1,355","Rainy","","","","","","","","","","","","","","","","","",""
"12/3/15","357","251","0","263","0","871","Rainy","","","","","","","","","","","","","","","","","",""
"12/2/15","285","190","23","681","0","1,179","Cloudy","","","","","","","","","","","","","","","","","",""
"12/1/15","356","237","20","427","0","1,040","Rainy","","","","","","","","","","","","","","","","","",""
"11/30/15","0","0","0","0","0","0","Sunny","","","","","","","","","","","","","","","","","",""
"11/29/15","949","809","53","0","40","1,851","Sunny","","","","","","","","","","","","","","","","","",""
