"Date","Public","Member","Group","School","Birthdays","Total","Weather","","","","","","","","","","","","","","","","","",""
"1/25/13","508","456","56","32","0","1,052","Cloudy","","","","","","","","","","","","","","","","","",""
"1/24/13","288","246","0","188","0","722","Cloudy","","","","","","","","","","","","","","","","","",""
"1/23/13","231","300","43","178","0","752","Rainy","","","","","","","","","","","","","","","","","",""
"1/22/13","307","250","57","0","0","614","Cloudy","","","","","","","","","","","","","","","","","",""
"1/20/13","871","1019","60","0","88","2,038","Cloudy","","","","","","","","","","","","","","","","","",""
"1/19/13","874","967","62","0","45","1,948","Cloudy","","","","","","","","","","","","","","","","","",""
"1/18/13","395","419","34","71","0","919","Sunny","","","","","","","","","","","","","","","","","",""
"1/17/13","210","232","0","25","0","467","Sunny","","","","","","","","","","","","","","","","","",""
"1/16/13","293","237","0","0","0","530","Cloudy","","","","","","","","","","","","","","","","","",""
"1/15/13","297","215","21","90","0","623","Cloudy","","","","","","","","","","","","","","","","","",""
"1/13/13","659","1006","0","0","32","1,697","Sunny","","","","","","","","","","","","","","","","","",""
"1/12/13","702","761","16","36","0","1,515","Sunny","","","","","","","","","","","","","","","","","",""
"1/11/13","340","260","13","0","0","613","Cloudy","","","","","","","","","","","","","","","","","",""
"1/10/13","201","248","0","205","0","654","Sunny","","","","","","","","","","","","","","","","","",""
"1/9/13","377","305","94","0","0","776","Cloudy","","","","","","","","","","","","","","","","","",""
"1/8/13","406","257","22","0","0","685","Rainy","","","","","","","","","","","","","","","","","",""
"1/6/13","816","1233","0","0","28","2,077","Rainy","","","","","","","","","","","","","","","","","",""
"1/5/13","1069","1231","0","0","12","2,312","Rainy","","","","","","","","","","","","","","","","","",""
"1/4/13","1033","1253","318","0","0","2,604","Rainy","","","","","","","","","","","","","","","","","",""
"1/3/13","1090","1193","64","0","0","2,347","Sunny","","","","","","","","","","","","","","","","","",""
"1/2/13","907","1060","91","0","0","2,058","Sunny","","","","","","","","","","","","","","","","","",""
"1/1/13","540","741","0","0","0","1,281","Sunny","","","","","","","","","","","","","","","","","",""
"12/31/12","550","638","21","0","0","1,209","Sunny","","","","","","","","","","","","","","","","","",""
"12/30/12","971","1068","9","0","17","2,065","Sunny","","","","","","","","","","","","","","","","","",""
"12/29/12","1249","1018","200","0","0","2,467","Cloudy","","","","","","","","","","","","","","","","","",""
"12/28/12","1461","1372","51","0","0","2,884","Cloudy","","","","","","","","","","","","","","","","","",""
"12/27/12","1192","1008","37","0","0","2,237","Cloudy","","","","","","","","","","","","","","","","","",""
"12/26/12","652","581","11","0","0","1,244","Rainy","","","","","","","","","","","","","","","","","",""
"12/24/12","245","339","0","0","0","584","Cloudy","","","","","","","","","","","","","","","","","",""
"12/23/12","579","712","0","0","21","1,312","Cloudy","","","","","","","","","","","","","","","","","",""
"12/22/12","498","556","21","0","13","1,088","Cloudy","","","","","","","","","","","","","","","","","",""
"12/21/12","270","242","5","23","0","540","Cloudy","","","","","","","","","","","","","","","","","",""
"12/20/12","371","253","0","90","0","714","Cloudy","","","","","","","","","","","","","","","","","",""
"12/19/12","167","69","0","82","0","318","Snowy","","","","","","","","","","","","","","","","","",""
"12/18/12","232","231","0","112","0","575","Snowy","","","","","","","","","","","","","","","","","",""
"12/16/12","363","576","0","0","85","1,024","Rainy","","","","","","","","","","","","","","","","","",""
"12/15/12","553","560","490","0","44","1,647","Rainy","","","","","","","","","","","","","","","","","",""
"12/14/12","192","224","20","157","0","593","Rainy","","","","","","","","","","","","","","","","","",""
"12/13/12","152","176","0","109","0","437","Cloudy","","","","","","","","","","","","","","","","","",""
"12/12/12","107","149","0","393","0","649","Cloudy","","","","","","","","","","","","","","","","","",""
"12/11/12","141","171","0","388","0","700","Rainy","","","","","","","","","","","","","","","","","",""
"12/9/12","390","563","0","20","48","1,021","Sunny","","","","","","","","","","","","","","","","","",""
"12/8/12","425","476","36","0","82","1,019","Sunny","","","","","","","","","","","","","","","","","",""
"12/7/12","241","223","0","125","0","589","Rainy","","","","","","","","","","","","","","","","","",""
"12/6/12","111","160","10","50","0","331","Rainy","","","","","","","","","","","","","","","","","",""
"12/5/12","146","201","10","193","0","550","Cloudy","","","","","","","","","","","","","","","","","",""
"12/4/12","172","158","17","231","0","578","Rainy","","","","","","","","","","","","","","","","","",""
"12/2/12","498","657","0","0","97","1,252","Cloudy","","","","","","","","","","","","","","","","","",""
"12/1/12","1459","560","21","0","26","2,066","Rainy","","","","","","","","","","","","","","","","","",""
"11/30/12","427","608","40","305","0","1,380","Rainy","","","","","","","","","","","","","","","","","",""
"11/29/12","140","257","10","70","0","477","Rainy","","","","","","","","","","","","","","","","","",""
"11/28/12","160","202","0","275","0","637","Rainy","","","","","","","","","","","","","","","","","",""
"11/27/12","202","227","0","9","35","473","Sunny","","","","","","","","","","","","","","","","","",""
"11/25/12","570","695","0","0","31","1,296","Sunny","","","","","","","","","","","","","","","","","",""
"11/24/12","787","679","52","0","55","1,573","Sunny","","","","","","","","","","","","","","","","","",""
"11/23/12","524","419","0","95","0","1,038","Sunny","","","","","","","","","","","","","","","","","",""
"11/22/12","214","294","11","153","0","672","Rainy","","","","","","","","","","","","","","","","","",""
"11/21/12","324","224","9","237","0","794","Rainy","","","","","","","","","","","","","","","","","",""
"11/20/12","230","256","27","49","0","562","Rainy","","","","","","","","","","","","","","","","","",""
"11/18/12","674","951","0","0","69","1,694","Rainy","","","","","","","","","","","","","","","","","",""
"11/17/12","844","1035","10","17","68","1,974","Rainy","","","","","","","","","","","","","","","","","",""
"11/16/12","311","287","102","112","0","812","Rainy","","","","","","","","","","","","","","","","","",""
"11/15/12","169","172","0","68","0","409","Sunny","","","","","","","","","","","","","","","","","",""
"11/14/12","220","160","9","152","0","541","Sunny","","","","","","","","","","","","","","","","","",""
"11/13/12","364","261","112","0","0","737","Rainy","","","","","","","","","","","","","","","","","",""
"11/12/12","996","1813","33","0","0","2,842","Rainy","","","","","","","","","","","","","","","","","",""
"11/11/12","985","1273","28","0","0","2,286","Rainy","","","","","","","","","","","","","","","","","",""
"11/10/12","883","748","64","0","94","1,789","Sunny","","","","","","","","","","","","","","","","","",""
"11/9/12","648","893","171","0","0","1,712","Rainy","","","","","","","","","","","","","","","","","",""
"11/8/12","173","193","18","66","0","450","Sunny","","","","","","","","","","","","","","","","","",""
"11/7/12","130","234","50","59","0","473","Sunny","","","","","","","","","","","","","","","","","",""
"11/6/12","179","235","0","89","0","503","Cloudy","","","","","","","","","","","","","","","","","",""
"11/4/12","716","1310","0","0","75","2,101","Rainy","","","","","","","","","","","","","","","","","",""
"11/3/12","809","873","0","0","32","1,714","Rainy","","","","","","","","","","","","","","","","","",""
"11/2/12","280","293","0","86","0","659","Rainy","","","","","","","","","","","","","","","","","",""
"11/1/12","231","214","16","20","0","481","Rainy","","","","","","","","","","","","","","","","","",""
"10/31/12","184","103","0","0","0","287","Rainy","","","","","","","","","","","","","","","","","",""
"10/30/12","201","215","0","251","0","667","Rainy","","","","","","","","","","","","","","","","","",""
"10/28/12","542","741","23","0","127","1,433","Cloudy","","","","","","","","","","","","","","","","","",""
"10/27/12","810","715","12","0","128","1,665","Rainy","","","","","","","","","","","","","","","","","",""
"10/26/12","311","230","12","110","0","663","Rainy","","","","","","","","","","","","","","","","","",""
"10/25/12","153","129","10","122","0","414","Cloudy","","","","","","","","","","","","","","","","","",""
"10/24/12","196","222","0","107","0","525","Cloudy","","","","","","","","","","","","","","","","","",""
"10/23/12","257","183","22","179","0","641","Cloudy","","","","","","","","","","","","","","","","","",""
"10/21/12","914","1085","0","0","68","2,067","Sunny","","","","","","","","","","","","","","","","","",""
"10/20/12","787","853","11","0","0","1,651","Cloudy","","","","","","","","","","","","","","","","","",""
"10/19/12","1060","1370","105","127","0","2,662","Cloudy","","","","","","","","","","","","","","","","","",""
"10/18/12","277","181","81","0","0","539","Cloudy","","","","","","","","","","","","","","","","","",""
"10/17/12","160","148","0","232","0","540","Cloudy","","","","","","","","","","","","","","","","","",""
"10/16/12","213","193","19","146","0","571","Cloudy","","","","","","","","","","","","","","","","","",""
"10/14/12","0","0","0","0","0","0","Rainy","","","","","","","","","","","","","","","","","",""
"10/13/12","0","0","0","0","0","0","Rainy","","","","","","","","","","","","","","","","","",""
"10/12/12","369","284","0","515","0","1,168","Rainy","","","","","","","","","","","","","","","","","",""
"10/11/12","236","192","0","321","0","749","Cloudy","","","","","","","","","","","","","","","","","",""
"10/10/12","162","116","0","272","0","550","Cloudy","","","","","","","","","","","","","","","","","",""
"10/9/12","210","170","0","162","0","542","Sunny","","","","","","","","","","","","","","","","","",""
"10/8/12","383","720","0","0","0","1,103","Sunny","","","","","","","","","","","","","","","","","",""
"10/7/12","497","642","40","0","86","1,265","Sunny","","","","","","","","","","","","","","","","","",""
"10/6/12","652","610","0","0","16","1,278","Sunny","","","","","","","","","","","","","","","","","",""
"10/5/12","343","347","0","0","0","690","Sunny","","","","","","","","","","","","","","","","","",""
"10/4/12","149","133","0","268","0","550","Sunny","","","","","","","","","","","","","","","","","",""
"10/3/12","162","120","0","0","0","282","Sunny","","","","","","","","","","","","","","","","","",""
"10/2/12","268","142","0","35","0","445","Sunny","","","","","","","","","","","","","","","","","",""
"10/1/12","0","0","0","0","0","0","Sunny","","","","","","","","","","","","","","","","","",""
"9/30/12","660","704","0","0","137","1,501","Sunny","","","","","","","","","","","","","","","","","",""
"9/29/12","597","711","0","0","40","1,348","Sunny","","","","","","","","","","","","","","","","","",""
"9/28/12","338","300","0","17","0","655","Sunny","","","","","","","","","","","","","","","","","",""
"9/27/12","155","108","0","0","0","263","Sunny","","","","","","","","","","","","","","","","","",""
"9/26/12","203","188","0","0","0","391","Sunny","","","","","","","","","","","","","","","","","",""
"9/25/12","238","203","0","0","0","441","Sunny","","","","","","","","","","","","","","","","","",""
"9/24/12","0","0","0","0","0","0","Sunny","","","","","","","","","","","","","","","","","",""
"9/23/12","624","864","20","0","31","1,539","Sunny","","","","","","","","","","","","","","","","","",""
"9/22/12","698","844","0","0","13","1,555","Sunny","","","","","","","","","","","","","","","","","",""
"9/21/12","413","407","17","0","0","837","Cloudy","","","","","","","","","","","","","","","","","",""
"9/20/12","159","150","0","0","0","309","Sunny","","","","","","","","","","","","","","","","","",""
"9/19/12","186","120","0","0","0","306","Sunny","","","","","","","","","","","","","","","","","",""
"9/18/12","197","160","7","0","0","364","Sunny","","","","","","","","","","","","","","","","","",""
"9/16/12","466","501","22","0","24","1,013","Sunny","","","","","","","","","","","","","","","","","",""
"9/15/12","552","359","0","0","25","936","Sunny","","","","","","","","","","","","","","","","","",""
"9/14/12","171","212","43","0","0","426","Sunny","","","","","","","","","","","","","","","","","",""
"9/13/12","132","123","0","40","0","295","Sunny","","","","","","","","","","","","","","","","","",""
"9/12/12","190","124","0","0","0","314","Sunny","","","","","","","","","","","","","","","","","",""
"9/11/12","174","196","0","0","0","370","Sunny","","","","","","","","","","","","","","","","","",""
"9/9/12","573","890","0","0","12","1,475","Sunny","","","","","","","","","","","","","","","","","",""
"9/8/12","452","377","16","0","29","874","Sunny","","","","","","","","","","","","","","","","","",""
"9/3/12","1242","588","0","0","20","1,850","Sunny","","","","","","","","","","","","","","","","","",""
"9/2/12","1442","607","0","0","0","2,049","Sunny","","","","","","","","","","","","","","","","","",""
"9/1/12","1197","569","29","0","0","1,795","Sunny","","","","","","","","","","","","","","","","","",""
"8/31/12","1064","538","75","0","0","1,677","Sunny","","","","","","","","","","","","","","","","","",""
"8/30/12","1222","539","139","0","0","1,900","Sunny","","","","","","","","","","","","","","","","","",""
"8/29/12","1288","679","254","0","0","2,221","Sunny","","","","","","","","","","","","","","","","","",""
"8/28/12","1166","729","202","0","0","2,097","Cloudy","","","","","","","","","","","","","","","","","",""
"8/27/12","998","513","34","0","0","1,545","Sunny","","","","","","","","","","","","","","","","","",""
"8/26/12","1121","586","12","0","0","1,719","Sunny","","","","","","","","","","","","","","","","","",""
"8/25/12","1010","432","71","0","14","1,527","Sunny","","","","","","","","","","","","","","","","","",""
"8/24/12","1030","497","172","0","0","1,699","Sunny","","","","","","","","","","","","","","","","","",""
"8/23/12","1525","637","56","0","0","2,218","Cloudy","","","","","","","","","","","","","","","","","",""
"8/22/12","961","493","179","25","0","1,658","Sunny","","","","","","","","","","","","","","","","","",""
"8/21/12","905","444","12","0","0","1,361","Sunny","","","","","","","","","","","","","","","","","",""
"8/20/12","905","415","33","0","0","1,353","Sunny","","","","","","","","","","","","","","","","","",""
"8/19/12","1280","623","67","0","12","1,982","Sunny","","","","","","","","","","","","","","","","","",""
"8/18/12","981","445","58","0","37","1,521","Sunny","","","","","","","","","","","","","","","","","",""
"8/17/12","922","340","203","0","0","1,465","Sunny","","","","","","","","","","","","","","","","","",""
"8/16/12","982","382","222","0","0","1,586","Sunny","","","","","","","","","","","","","","","","","",""
"8/15/12","1060","433","225","0","0","1,718","Sunny","","","","","","","","","","","","","","","","","",""
"8/14/12","906","391","180","0","0","1,477","Sunny","","","","","","","","","","","","","","","","","",""
"8/13/12","887","332","23","0","0","1,242","Sunny","","","","","","","","","","","","","","","","","",""
"8/12/12","809","400","10","0","12","1,231","Sunny","","","","","","","","","","","","","","","","","",""
"8/11/12","986","490","46","0","13","1,535","Sunny","","","","","","","","","","","","","","","","","",""
"8/10/12","952","393","152","0","0","1,497","Sunny","","","","","","","","","","","","","","","","","",""
"8/9/12","1012","487","192","0","0","1,691","Sunny","","","","","","","","","","","","","","","","","",""
"8/8/12","1611","817","379","0","0","2,807","Cloudy","","","","","","","","","","","","","","","","","",""
"8/7/12","864","326","225","0","0","1,415","Cloudy","","","","","","","","","","","","","","","","","",""
"8/6/12","1101","527","22","0","0","1,650","Cloudy","","","","","","","","","","","","","","","","","",""
"8/5/12","921","495","34","0","29","1,479","Sunny","","","","","","","","","","","","","","","","","",""
"8/4/12","877","345","64","0","0","1,286","Sunny","","","","","","","","","","","","","","","","","",""
"8/3/12","901","326","184","0","0","1,411","Sunny","","","","","","","","","","","","","","","","","",""
"8/2/12","1148","505","248","0","0","1,901","Sunny","","","","","","","","","","","","","","","","","",""
"8/1/12","856","295","60","0","0","1,211","Sunny","","","","","","","","","","","","","","","","","",""
"7/31/12","964","417","525","0","0","1,906","Sunny","","","","","","","","","","","","","","","","","",""
"7/30/12","1033","443","100","0","0","1,576","Sunny","","","","","","","","","","","","","","","","","",""
"7/29/12","803","498","16","0","22","1,339","Sunny","","","","","","","","","","","","","","","","","",""
"7/28/12","1094","504","305","0","37","1,940","Sunny","","","","","","","","","","","","","","","","","",""
"7/27/12","1038","421","269","0","0","1,728","Sunny","","","","","","","","","","","","","","","","","",""
"7/26/12","815","287","311","0","0","1,413","Sunny","","","","","","","","","","","","","","","","","",""
"7/25/12","827","287","410","0","0","1,524","Sunny","","","","","","","","","","","","","","","","","",""
"7/24/12","1109","494","235","0","0","1,838","Cloudy","","","","","","","","","","","","","","","","","",""
"7/23/12","2103","899","115","0","0","3,117","Rainy","","","","","","","","","","","","","","","","","",""
"7/22/12","1368","941","50","0","0","2,359","Cloudy","","","","","","","","","","","","","","","","","",""
"7/21/12","1143","851","83","0","12","2,089","Cloudy","","","","","","","","","","","","","","","","","",""
"7/20/12","1712","881","408","0","0","3,001","Rainy","","","","","","","","","","","","","","","","","",""
"7/19/12","775","256","337","0","0","1,368","Sunny","","","","","","","","","","","","","","","","","",""
"7/18/12","1115","528","428","0","0","2,071","Cloudy","","","","","","","","","","","","","","","","","",""
"7/17/12","764","336","368","0","0","1,468","Sunny","","","","","","","","","","","","","","","","","",""
"7/16/12","711","357","78","0","0","1,146","Sunny","","","","","","","","","","","","","","","","","",""
"7/15/12","1616","1088","49","0","22","2,775","Cloudy","","","","","","","","","","","","","","","","","",""
"7/14/12","821","415","58","0","12","1,306","Sunny","","","","","","","","","","","","","","","","","",""
"7/13/12","640","301","98","0","0","1,039","Sunny","","","","","","","","","","","","","","","","","",""
"7/12/12","736","262","586","0","0","1,584","Sunny","","","","","","","","","","","","","","","","","",""
"7/11/12","645","291","341","0","0","1,277","Sunny","","","","","","","","","","","","","","","","","",""
"7/10/12","609","276","397","0","0","1,282","Sunny","","","","","","","","","","","","","","","","","",""
"7/9/12","595","316","74","0","0","985","Sunny","","","","","","","","","","","","","","","","","",""
"7/8/12","611","359","141","0","24","1,135","Sunny","","","","","","","","","","","","","","","","","",""
"7/7/12","718","309","104","0","36","1,167","Sunny","","","","","","","","","","","","","","","","","",""
"7/6/12","793","293","263","0","0","1,349","Sunny","","","","","","","","","","","","","","","","","",""
"7/5/12","775","329","377","0","0","1,481","Sunny","","","","","","","","","","","","","","","","","",""
"7/4/12","718","401","450","0","0","1,569","Sunny","","","","","","","","","","","","","","","","","",""
"7/3/12","1441","842","66","0","0","2,349","Sunny","","","","","","","","","","","","","","","","","",""
"7/2/12","1937","1312","82","0","0","3,331","Rainy","","","","","","","","","","","","","","","","","",""
"7/1/12","752","422","0","0","0","1,174","Sunny","","","","","","","","","","","","","","","","","",""
"6/30/12","2256","1191","352","0","48","3,847","Rainy","","","","","","","","","","","","","","","","","",""
"6/29/12","1301","938","141","24","0","2,404","Cloudy","","","","","","","","","","","","","","","","","",""
"6/28/12","604","387","63","43","0","1,097","Cloudy","","","","","","","","","","","","","","","","","",""
"6/27/12","526","255","0","0","0","920","Sunny","","","","","","","","","","","","","","","","","",""
"6/26/12","625","359","11","0","0","1,147","Sunny","","","","","","","","","","","","","","","","","",""
"6/25/12","373","241","0","5","0","937","Sunny","","","","","","","","","","","","","","","","","",""
"6/24/12","759","575","0","0","53","1,387","Sunny","","","","","","","","","","","","","","","","","",""
"6/23/12","1097","654","0","0","50","1,801","Rainy","","","","","","","","","","","","","","","","","",""
"6/22/12","672","320","0","0","0","1,555","Sunny","","","","","","","","","","","","","","","","","",""
"6/21/12","372","181","0","12","0","780","Sunny","","","","","","","","","","","","","","","","","",""
"6/20/12","295","148","25","12","0","1,015","Sunny","","","","","","","","","","","","","","","","","",""
"6/19/12","395","220","12","9","0","991","Sunny","","","","","","","","","","","","","","","","","",""
"6/18/12","437","261","0","71","0","998","Cloudy","","","","","","","","","","","","","","","","","",""
"6/17/12","1073","834","20","0","24","1,967","Cloudy","","","","","","","","","","","","","","","","","",""
"6/16/12","1442","904","12","15","24","2,397","Cloudy","","","","","","","","","","","","","","","","","",""
"6/15/12","331","153","12","0","0","882","Rainy","","","","","","","","","","","","","","","","","",""
"6/14/12","439","264","0","39","0","1,132","Cloudy","","","","","","","","","","","","","","","","","",""
"6/13/12","453","291","0","21","0","1,273","Cloudy","","","","","","","","","","","","","","","","","",""
"6/12/12","450","313","42","0","0","1,255","Cloudy","","","","","","","","","","","","","","","","","",""
"6/11/12","328","173","0","78","0","949","Sunny","","","","","","","","","","","","","","","","","",""
"6/10/12","789","601","55","0","29","1,474","Sunny","","","","","","","","","","","","","","","","","",""
"6/9/12","751","581","105","0","74","1,511","Sunny","","","","","","","","","","","","","","","","","",""
"6/8/12","457","389","14","30","0","1,117","Rainy","","","","","","","","","","","","","","","","","",""
"6/7/12","597","403","0","0","0","1,565","Rainy","","","","","","","","","","","","","","","","","",""
"6/6/12","315","239","0","72","0","1,063","Rainy","","","","","","","","","","","","","","","","","",""
"6/5/12","405","302","0","82","0","1,088","Cloudy","","","","","","","","","","","","","","","","","",""
"6/4/12","401","306","0","0","0","998","Cloudy","","","","","","","","","","","","","","","","","",""
"6/3/12","735","723","0","0","27","1,485","Sunny","","","","","","","","","","","","","","","","","",""
"6/2/12","858","497","47","0","17","1,419","Sunny","","","","","","","","","","","","","","","","","",""
"6/1/12","462","337","26","80","0","1,214","Rainy","","","","","","","","","","","","","","","","","",""
"5/31/12","516","273","19","216","0","1,638","Rainy","","","","","","","","","","","","","","","","","",""
"5/30/12","491","245","43","167","0","1,276","Rainy","","","","","","","","","","","","","","","","","",""
"5/29/12","494","202","0","25","0","1,244","Cloudy","","","","","","","","","","","","","","","","","",""
"5/28/12","920","417","23","48","0","1,809","Rainy","","","","","","","","","","","","","","","","","",""
"5/27/12","1555","659","0","0","12","2,226","Sunny","","","","","","","","","","","","","","","","","",""
"5/26/12","810","291","101","0","80","1,282","Sunny","","","","","","","","","","","","","","","","","",""
"5/25/12","343","176","13","62","0","1,074","Sunny","","","","","","","","","","","","","","","","","",""
"5/24/12","351","201","26","188","0","1,172","Sunny","","","","","","","","","","","","","","","","","",""
"5/23/12","502","311","0","179","0","1,309","Rainy","","","","","","","","","","","","","","","","","",""
"5/22/12","554","304","32","0","0","1,453","Cloudy","","","","","","","","","","","","","","","","","",""
"5/21/12","2501","2036","56","20","0","4,613","Rainy","","","","","","","","","","","","","","","","","",""
"5/20/12","2566","1314","29","0","15","3,924","Rainy","","","","","","","","","","","","","","","","","",""
"5/19/12","1570","383","20","0","29","2,002","Sunny","","","","","","","","","","","","","","","","","",""
"5/18/12","1104","646","0","126","0","2,071","Sunny","","","","","","","","","","","","","","","","","",""
"5/17/12","389","163","0","69","0","906","Sunny","","","","","","","","","","","","","","","","","",""
"5/16/12","296","122","12","55","0","1,166","Sunny","","","","","","","","","","","","","","","","","",""
"5/15/12","441","103","6","68","0","995","Sunny","","","","","","","","","","","","","","","","","",""
"5/14/12","422","88","0","62","0","1,084","Sunny","","","","","","","","","","","","","","","","","",""
"5/13/12","807","303","0","22","0","1,132","Sunny","","","","","","","","","","","","","","","","","",""
"5/12/12","996","292","57","0","6","1,351","Sunny","","","","","","","","","","","","","","","","","",""
"5/11/12","402","200","10","28","0","1,004","Sunny","","","","","","","","","","","","","","","","","",""
"5/10/12","483","159","31","30","0","990","Sunny","","","","","","","","","","","","","","","","","",""
"5/9/12","447","290","0","76","0","1,191","Sunny","","","","","","","","","","","","","","","","","",""
"5/8/12","408","161","0","18","0","938","Sunny","","","","","","","","","","","","","","","","","",""
"5/7/12","404","156","0","25","0","883","Sunny","","","","","","","","","","","","","","","","","",""
"5/6/12","1253","555","17","0","48","1,873","Sunny","","","","","","","","","","","","","","","","","",""
"5/5/12","1484","699","0","29","24","2,236","Sunny","","","","","","","","","","","","","","","","","",""
"5/4/12","728","618","12","74","0","1,770","Sunny","","","","","","","","","","","","","","","","","",""
"5/3/12","594","265","11","30","0","1,272","Rainy","","","","","","","","","","","","","","","","","",""
"5/2/12","504","279","0","0","0","1,071","Rainy","","","","","","","","","","","","","","","","","",""
"5/1/12","486","222","0","0","0","973","Rainy","","","","","","","","","","","","","","","","","",""
"4/30/12","558","297","63","95","0","1,142","Rainy","","","","","","","","","","","","","","","","","",""
"4/29/12","1226","696","12","0","65","1,999","Sunny","","","","","","","","","","","","","","","","","",""
"4/28/12","1389","661","100","0","67","2,217","Sunny","","","","","","","","","","","","","","","","","",""
"4/27/12","459","304","0","0","0","952","Sunny","","","","","","","","","","","","","","","","","",""
"4/26/12","578","358","0","95","0","1,187","Sunny","","","","","","","","","","","","","","","","","",""
"4/25/12","510","343","33","120","0","1,387","Rainy","","","","","","","","","","","","","","","","","",""
"4/24/12","455","303","10","0","0","929","Cloudy","","","","","","","","","","","","","","","","","",""
"4/23/12","305","249","46","0","0","686","Sunny","","","","","","","","","","","","","","","","","",""
"4/22/12","843","630","17","0","118","1,608","Sunny","","","","","","","","","","","","","","","","","",""
"4/21/12","902","535","8","0","82","1,527","Sunny","","","","","","","","","","","","","","","","","",""
"4/20/12","628","434","20","58","0","1,457","Sunny","","","","","","","","","","","","","","","","","",""
"4/19/12","320","285","0","0","0","930","Cloudy","","","","","","","","","","","","","","","","","",""
"4/18/12","402","237","72","159","0","1,225","Cloudy","","","","","","","","","","","","","","","","","",""
"4/17/12","279","261","0","55","0","1,072","Cloudy","","","","","","","","","","","","","","","","","",""
"4/16/12","458","355","0","8","0","993","Rainy","","","","","","","","","","","","","","","","","",""
"4/15/12","783","686","53","0","73","1,595","Sunny","","","","","","","","","","","","","","","","","",""
"4/14/12","867","540","0","34","106","1,547","Sunny","","","","","","","","","","","","","","","","","",""
"4/13/12","388","238","137","219","0","1,414","Sunny","","","","","","","","","","","","","","","","","",""
"4/12/12","576","274","13","0","0","1,131","Cloudy","","","","","","","","","","","","","","","","","",""
"4/11/12","499","253","0","24","0","927","Cloudy","","","","","","","","","","","","","","","","","",""
"4/10/12","426","266","0","18","0","889","Cloudy","","","","","","","","","","","","","","","","","",""
"4/9/12","922","750","5","0","0","1,677","Sunny","","","","","","","","","","","","","","","","","",""
"4/8/12","798","566","12","0","27","1,403","Sunny","","","","","","","","","","","","","","","","","",""
"4/7/12","1346","686","0","0","87","2,119","Sunny","","","","","","","","","","","","","","","","","",""
"4/6/12","1300","968","0","0","0","2,268","Sunny","","","","","","","","","","","","","","","","","",""
"4/5/12","553","287","0","0","0","1,176","Cloudy","","","","","","","","","","","","","","","","","",""
"4/4/12","513","211","48","0","0","1,333","Sunny","","","","","","","","","","","","","","","","","",""
"4/3/12","790","325","20","0","0","1,224","Rainy","","","","","","","","","","","","","","","","","",""
"4/2/12","439","329","0","19","0","886","Sunny","","","","","","","","","","","","","","","","","",""
"4/1/12","1481","928","10","0","28","2,447","Sunny","","","","","","","","","","","","","","","","","",""
"3/31/12","1867","893","10","0","87","2,857","Rainy","","","","","","","","","","","","","","","","","",""
"3/30/12","987","577","96","33","0","2,205","Rainy","","","","","","","","","","","","","","","","","",""
"3/29/12","840","519","0","62","0","1,775","Rainy","","","","","","","","","","","","","","","","","",""
"3/28/12","895","597","31","0","0","1,959","Rainy","","","","","","","","","","","","","","","","","",""
"3/27/12","736","503","9","0","0","1,471","Cloudy","","","","","","","","","","","","","","","","","",""
"3/26/12","872","477","28","39","0","1,502","Rainy","","","","","","","","","","","","","","","","","",""
"3/25/12","1242","674","0","0","28","1,944","Sunny","","","","","","","","","","","","","","","","","",""
"3/24/12","1849","681","59","0","25","2,614","Sunny","","","","","","","","","","","","","","","","","",""
"3/23/12","2275","878","160","21","0","3,334","Sunny","","","","","","","","","","","","","","","","","",""
"3/22/12","2551","1197","38","0","0","3,786","Sunny","","","","","","","","","","","","","","","","","",""
"3/21/12","2566","1192","295","0","0","4,053","Sunny","","","","","","","","","","","","","","","","","",""
"3/20/12","2477","1200","197","0","0","3,874","Sunny","","","","","","","","","","","","","","","","","",""
"3/19/12","2074","1057","84","0","0","3,215","Cloudy","","","","","","","","","","","","","","","","","",""
"3/18/12","1795","961","0","0","19","2,775","Cloudy","","","","","","","","","","","","","","","","","",""
"3/17/12","1899","938","15","33","0","2,885","Cloudy","","","","","","","","","","","","","","","","","",""
"3/16/12","1742","802","232","25","0","2,831","Rainy","","","","","","","","","","","","","","","","","",""
"3/15/12","1627","636","188","40","0","2,584","Sunny","","","","","","","","","","","","","","","","","",""
"3/14/12","1654","616","206","49","0","2,585","Rainy","","","","","","","","","","","","","","","","","",""
"3/13/12","1148","792","195","0","0","2,187","Sunny","","","","","","","","","","","","","","","","","",""
"3/12/12","1260","783","188","0","0","2,231","Rainy","","","","","","","","","","","","","","","","","",""
"3/11/12","1256","929","22","0","31","2,238","Sunny","","","","","","","","","","","","","","","","","",""
"3/10/12","1565","952","30","10","29","2,586","Sunny","","","","","","","","","","","","","","","","","",""
"3/9/12","592","296","16","50","0","1,418","Rainy","","","","","","","","","","","","","","","","","",""
"3/8/12","320","230","16","12","0","977","Cloudy","","","","","","","","","","","","","","","","","",""
"3/7/12","731","699","33","50","0","1,513","Cloudy","","","","","","","","","","","","","","","","","",""
"3/6/12","792","590","38","1","0","1,569","Sunny","","","","","","","","","","","","","","","","","",""
"3/5/12","818","809","0","7","0","1,654","Sunny","","","","","","","","","","","","","","","","","",""
"3/4/12","1653","1030","0","0","85","2,768","Cloudy","","","","","","","","","","","","","","","","","",""
"3/3/12","1305","974","16","0","42","2,337","Cloudy","","","","","","","","","","","","","","","","","",""
